address,street,school,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio Address Line 4","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State / Province","Geocodio Nation","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Building Name","Geocodio Source","Geocodio Stable Address Key","Geocodio Match Type"
"Berkeley Street, Somerville MA 02143","Berkeley Street",ARGENZIANO,42.386708,-71.103007,1,street_center,"Berkeley St",,"Somerville, MA 02143",,,"Berkeley St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussrhwwrfvrf85jb,
"Bigelow Street, Somerville MA 02143","Bigelow Street",ARGENZIANO,42.382493,-71.093704,1,street_center,"Bigelow St",,"Somerville, MA 02143",,,"Bigelow St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussc75y8f4g3zktc,
"Bolton Street, Somerville MA 02143","Bolton Street",ARGENZIANO,42.375701,-71.097696,1,street_center,"Bolton St",,"Somerville, MA 02143",,,"Bolton St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussvxup8fs4cdsya,
"Bonner Avenue, Somerville MA 02143","Bonner Avenue",ARGENZIANO,42.379851,-71.093894,1,street_center,"Bonner Ave",,"Somerville, MA 02143",,,"Bonner Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussedzjm7wmr3s43,
"Boston Street, Somerville MA 02143","Boston Street",ARGENZIANO,42.381247,-71.091085,1,street_center,"Boston St",,"Somerville, MA 02143",,,"Boston St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussetxarccu8q3ma,
"Bow Street, Somerville MA 02143","Bow Street",ARGENZIANO,42.381605,-71.09767,1,street_center,"Bow St",,"Somerville, MA 02143",,,"Bow St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usss9vw6xt8cqvwc,
"Bow Street Place, Somerville MA 02143","Bow Street Place",ARGENZIANO,42.381863,-71.099161,1,street_center,"Bow Street Pl",,"Somerville, MA 02143",,,"Bow Street Pl",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss67tns2sx8ctqc,
"Bowdoin Street, Somerville MA 02143","Bowdoin Street",ARGENZIANO,42.378576,-71.100838,1,street_center,"Bowdoin St",,"Somerville, MA 02143",,,"Bowdoin St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usslwgplntpkqch4,
"Buckingham Street, Somerville MA 02143","Buckingham Street",ARGENZIANO,42.376183,-71.103635,1,street_center,"Buckingham St",,"Somerville, MA 02143",,,"Buckingham St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss99r6vgkztab84,
"Caldwell Avenue, Somerville MA 02143","Caldwell Avenue",ARGENZIANO,42.378229,-71.105068,1,street_center,"Caldwell Ave",,"Somerville, MA 02143",,,"Caldwell Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usss6kwprexm3cdf,
"Calvin Street, Somerville MA 02143","Calvin Street",ARGENZIANO,42.378258,-71.104123,1,street_center,"Calvin St",,"Somerville, MA 02143",,,"Calvin St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussyrkl2hnjd5w63,
"Carlton Street, Somerville MA 02143","Carlton Street",ARGENZIANO,42.380618,-71.100167,1,street_center,"Carlton St",,"Somerville, MA 02143",,,"Carlton St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussfznphwly3tsjg,
"Carter Terrace, Somerville MA 02143","Carter Terrace",ARGENZIANO,42.385529,-71.10447,1,street_center,"Carter Ter",,"Somerville, MA 02143",,,"Carter Ter",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usshdlvsxrp4x265,
"Charlestown Street, Somerville MA 02143","Charlestown Street",ARGENZIANO,42.376793,-71.091616,1,street_center,"Charlestown St",,"Somerville, MA 02143",,,"Charlestown St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussbqygjs3z868fd,
"Church Street, Somerville MA 02143","Church Street",ARGENZIANO,42.382696,-71.099729,1,street_center,"Church St",,"Somerville, MA 02143",,,"Church St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss3y9zhuqca9hrd,
"Clark Street, Somerville MA 02143","Clark Street",ARGENZIANO,42.378134,-71.09744,1,street_center,"Clark St",,"Somerville, MA 02143",,,"Clark St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussa86864gu55a5h,
"Cleveland Street, Somerville MA 02143","Cleveland Street",ARGENZIANO,42.385047,-71.106822,1,street_center,"Cleveland St",,"Somerville, MA 02143",,,"Cleveland St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussvnjc76l5ev7jh,
"Columbus Avenue, Somerville MA 02143","Columbus Avenue",ARGENZIANO,42.382044,-71.095473,1,street_center,"Columbus Ave",,"Somerville, MA 02143",,,"Columbus Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussd46rvxbjcc4t8,
"Concord Avenue, Somerville MA 02143","Concord Avenue",ARGENZIANO,42.375365,-71.102139,1,street_center,"Concord Ave",,"Somerville, MA 02143",,,"Concord Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussrf2sszc9wk3e3,
"Cooney Street, Somerville MA 02143","Cooney Street",ARGENZIANO,42.37599,-71.104243,1,street_center,"Cooney St",,"Somerville, MA 02143",,,"Cooney St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usscr628wbxmdk3a,
"Cypress Street, Somerville MA 02143","Cypress Street",ARGENZIANO,42.383871,-71.107199,1,street_center,"Cypress St",,"Somerville, MA 02143",,,"Cypress St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussqqc976afwyhnd,
"Dane Avenue, Somerville MA 02143","Dane Avenue",ARGENZIANO,42.380397,-71.104362,1,street_center,"Dane Ave",,"Somerville, MA 02143",,,"Dane Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussx86b2e9bbbxcb,
"Dane Street, Somerville MA 02143","Dane Street",ARGENZIANO,42.380691,-71.104464,1,street_center,"Dane St",,"Somerville, MA 02143",,,"Dane St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussxzzucmuyjseue,
"Dickinson Street, Somerville MA 02143","Dickinson Street",ARGENZIANO,42.374662,-71.101024,1,street_center,"Dickinson St",,"Somerville, MA 02143",,,"Dickinson St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usskgb7huetbm54a,
"Dimick Street, Somerville MA 02143","Dimick Street",ARGENZIANO,42.375996,-71.101878,1,street_center,"Dimick St",,"Somerville, MA 02143",,,"Dimick St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussqcjx2ubbu3gva,
"Durham Street, Somerville MA 02143","Durham Street",ARGENZIANO,42.379223,-71.105982,1,street_center,"Durham St",,"Somerville, MA 02143",,,"Durham St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussmz49dx2xmh5w5,
"Eliot Street, Somerville MA 02143","Eliot Street",ARGENZIANO,42.380651,-71.107241,1,street_center,"Eliot St",,"Somerville, MA 02143",,,"Eliot St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussjy53mw8at5qk6,
"Emerson Street, Somerville MA 02143","Emerson Street",ARGENZIANO,42.378536,-71.095314,1,street_center,"Emerson St",,"Somerville, MA 02143",,,"Emerson St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussxzjr3kya45rca,
"Everett Street, Somerville MA 02143","Everett Street",ARGENZIANO,42.37875,-71.095748,1,street_center,"Everett St",,"Somerville, MA 02143",,,"Everett St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss5vp4xap2z4ugd,
"Fitchburg Street, Somerville MA 02143","Fitchburg Street",ARGENZIANO,42.375545,-71.085485,1,street_center,"Fitchburg St",,"Somerville, MA 02143",,,"Fitchburg St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussebvqaz88wydj4,
"Fremont Avenue, Somerville MA 02143","Fremont Avenue",ARGENZIANO,42.378679,-71.100075,1,street_center,"Fremont Ave",,"Somerville, MA 02143",,,"Fremont Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussvsclp8xlz479d,
"Giles Park, Somerville MA 02143","Giles Park",ARGENZIANO,42.381739,-71.096911,1,street_center,"Giles Park",,"Somerville, MA 02143",,,"Giles Park",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss66q7phdc4bnxd,
"Grand View Avenue, Somerville MA 02143","Grand View Avenue",ARGENZIANO,42.38497,-71.095542,1,street_center,"Grand View Ave",,"Somerville, MA 02143",,,"Grand View Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussajwdrcwhz4nc7,
"Granite Street, Somerville MA 02143","Granite Street",ARGENZIANO,42.382714,-71.103241,1,street_center,"Granite St",,"Somerville, MA 02143",,,"Granite St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss4eyjsqrcs3bg6,
"Greene Street, Somerville MA 02143","Greene Street",ARGENZIANO,42.384592,-71.103895,1,street_center,"Greene St",,"Somerville, MA 02143",,,"Greene St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussj94v2b5ypc3td,
"Greenville Court, Somerville MA 02143","Greenville Court",ARGENZIANO,42.383222,-71.092163,1,street_center,"Greenville Ct",,"Somerville, MA 02143",,,"Greenville Ct",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss8skc5hw8uhk44,
"Greenville Street, Somerville MA 02143","Greenville Street",ARGENZIANO,42.383197,-71.091762,1,street_center,"Greenville St",,"Somerville, MA 02143",,,"Greenville St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussm6mns9bbamt75,
"Greenville Terrace, Somerville MA 02143","Greenville Terrace",ARGENZIANO,42.383127,-71.092307,1,street_center,"Greenville Ter",,"Somerville, MA 02143",,,"Greenville Ter",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussvvkn3pm3hxlf4,
"Hamlet Street, Somerville MA 02143","Hamlet Street",ARGENZIANO,42.383942,-71.093039,1,street_center,"Hamlet St",,"Somerville, MA 02143",,,"Hamlet St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss3x6c24evbzfy9,
"Hammond Street, Somerville MA 02143","Hammond Street",ARGENZIANO,42.375114,-71.101124,1,street_center,"Hammond St",,"Somerville, MA 02143",,,"Hammond St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss9rtg96kk5te6c,
"Hanson Avenue, Somerville MA 02143","Hanson Avenue",ARGENZIANO,42.379365,-71.105231,1,street_center,"Hanson Ave",,"Somerville, MA 02143",,,"Hanson Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss2dduwx3xuswp3,
"Hanson Street, Somerville MA 02143","Hanson Street",ARGENZIANO,42.379578,-71.105634,1,street_center,"Hanson St",,"Somerville, MA 02143",,,"Hanson St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss996jctveydqdd,
"Harding Street, Somerville MA 02143","Harding Street",ARGENZIANO,42.373999,-71.090309,1,street_center,"Harding St",,"Somerville, MA 02143",,,"Harding St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussbgmswgt3n56r6,
"Harold Street, Somerville MA 02143","Harold Street",ARGENZIANO,42.376557,-71.102199,1,street_center,"Harold St",,"Somerville, MA 02143",,,"Harold St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usse4nxkgayger3h,
"Harrison Street, Somerville MA 02143","Harrison Street",ARGENZIANO,42.381949,-71.109709,1,street_center,"Harrison St",,"Somerville, MA 02143",,,"Harrison St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usslvh2lcrkaurwc,
"Hawkins Street, Somerville MA 02143","Hawkins Street",ARGENZIANO,42.380244,-71.097932,1,street_center,"Hawkins St",,"Somerville, MA 02143",,,"Hawkins St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussf8a4w38ntm8c2,
"Highland Avenue 6-146, Somerville MA 02143","Highland Avenue 6-146",ARGENZIANO,42.369941,-71.085201,0.85,street_center,"6th St",,"Cambridge, MA 02141",,,"6th St",,,Cambridge,MA,,"Middlesex County",02141,US,,"TIGER/Line® from the US Census Bureau",gcod_usstpweeud3lccnb,
"Hodgdon Place, Somerville MA 02143","Hodgdon Place",ARGENZIANO,42.380536,-71.103992,1,street_center,"Hodgdon Pl",,"Somerville, MA 02143",,,"Hodgdon Pl",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss4daqkkgsygjnf,
"Holden Green, Somerville MA 02143","Holden Green",ARGENZIANO,42.378683,-71.108229,0.94,street_center,"Holden Grn",,"Cambridge, MA 02138",,,"Holden Grn",,,Cambridge,MA,,"Middlesex County",02138,US,,"TIGER/Line® from the US Census Bureau",gcod_usst5fubhsbmbn9d,
"Holts Avenue, Somerville MA 02143","Holts Avenue",ARGENZIANO,42.375401,-71.098728,1,street_center,"Holts Ave",,"Somerville, MA 02143",,,"Holts Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussd3dpmdr7ym7dd,
"Homer Square, Somerville MA 02143","Homer Square",ARGENZIANO,42.380336,-71.094109,1,street_center,"Homer Sq",,"Somerville, MA 02143",,,"Homer Sq",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss49xb5zs5wzmv2,
"Horace Street, Somerville MA 02143","Horace Street",ARGENZIANO,42.3746,-71.089506,1,street_center,"Horace St",,"Somerville, MA 02143",,,"Horace St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss5583zjzkclc33,
"Houghton Street, Somerville MA 02143","Houghton Street",ARGENZIANO,42.374838,-71.098804,1,street_center,"Houghton St",,"Somerville, MA 02143",,,"Houghton St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usswnjqvssdpwjrh,
"Hunting Street, Somerville MA 02143","Hunting Street",ARGENZIANO,42.37434,-71.090775,1,street_center,"Hunting St",,"Somerville, MA 02143",,,"Hunting St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usszg6uwrcttpgwh,
"Ivaloo Street, Somerville MA 02143","Ivaloo Street",ARGENZIANO,42.381464,-71.108619,1,street_center,"Ivaloo St",,"Somerville, MA 02143",,,"Ivaloo St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss9b7ul2ufc8e7e,
"Joseph Street, Somerville MA 02143","Joseph Street",ARGENZIANO,42.377419,-71.097532,1,street_center,"Joseph St",,"Somerville, MA 02143",,,"Joseph St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussnj46pp4vb8gad,
"Kilby Street, Somerville MA 02143","Kilby Street",ARGENZIANO,42.380716,-71.099279,1,street_center,"Kilby St",,"Somerville, MA 02143",,,"Kilby St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussm6t5nvgrtpbp5,
"Kingman Road, Somerville MA 02143","Kingman Road",ARGENZIANO,42.37911,-71.097176,1,street_center,"Kingman Rd",,"Somerville, MA 02143",,,"Kingman Rd",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussb9jqkb9lufgj3,
"Knapp Street, Somerville MA 02143","Knapp Street",ARGENZIANO,42.38284,-71.102566,1,street_center,"Knapp St",,"Somerville, MA 02143",,,"Knapp St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussvwyls7tdjaqq2,
"Lake Street, Somerville MA 02143","Lake Street",ARGENZIANO,42.380033,-71.098376,1,street_center,"Lake St",,"Somerville, MA 02143",,,"Lake St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussubssghe7nn2b7,
"Landers Street, Somerville MA 02143","Landers Street",ARGENZIANO,42.383325,-71.101629,1,street_center,"Landers St",,"Somerville, MA 02143",,,"Landers St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss6bjvfpurbyjth,
"Laurel Avenue, Somerville MA 02143","Laurel Avenue",ARGENZIANO,42.384081,-71.104976,1,street_center,"Laurel Ave",,"Somerville, MA 02143",,,"Laurel Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussaacst5cbp4a28,
"Laurel Street, Somerville MA 02143","Laurel Street",ARGENZIANO,42.385133,-71.103944,1,street_center,"Laurel St",,"Somerville, MA 02143",,,"Laurel St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussbrdh7b7ly8pb8,
"Laurel Terrace, Somerville MA 02143","Laurel Terrace",ARGENZIANO,42.383926,-71.103626,1,street_center,"Laurel Ter",,"Somerville, MA 02143",,,"Laurel Ter",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss2lnxbthyrck7a,
"Lawson Terrace, Somerville MA 02143","Lawson Terrace",ARGENZIANO,42.384323,-71.097656,1,street_center,"Lawson Ter",,"Somerville, MA 02143",,,"Lawson Ter",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usstku6vkezw8ywb,
"Leland Street, Somerville MA 02143","Leland Street",ARGENZIANO,42.379411,-71.102707,1,street_center,"Leland St",,"Somerville, MA 02143",,,"Leland St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussbqkrelj9rh295,
"Leon Street, Somerville MA 02143","Leon Street",ARGENZIANO,42.375963,-71.101168,1,street_center,"Leon St",,"Somerville, MA 02143",,,"Leon St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussf5az4srbkk375,
"Lewis Street, Somerville MA 02143","Lewis Street",ARGENZIANO,42.377793,-71.102025,1,street_center,"Lewis St",,"Somerville, MA 02143",,,"Lewis St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussuhlj7eyvplh2h,
"Lincoln Parkway, Somerville MA 02143","Lincoln Parkway",ARGENZIANO,42.377828,-71.099076,1,street_center,"Lincoln Pkwy",,"Somerville, MA 02143",,,"Lincoln Pkwy",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss3b3vjpetwsvy9,
"Linden Street, Somerville MA 02143","Linden Street",ARGENZIANO,42.377669,-71.092571,1,street_center,"Linden St",,"Somerville, MA 02143",,,"Linden St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussptz69trdt5bnf,
"Line Street, Somerville MA 02143","Line Street",ARGENZIANO,42.374982,-71.103918,1,street_center,"Line St",,"Somerville, MA 02143",,,"Line St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussu2q7ksv43fsqf,
"Loring Street, Somerville MA 02143","Loring Street",ARGENZIANO,42.383132,-71.103842,1,street_center,"Loring St",,"Somerville, MA 02143",,,"Loring St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss9rcx3kgkqphgf,
"Magnus Avenue, Somerville MA 02143","Magnus Avenue",ARGENZIANO,42.377671,-71.103496,1,street_center,"Magnus Ave",,"Somerville, MA 02143",,,"Magnus Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussjumh6y54azh65,
"Mansfield Street, Somerville MA 02143","Mansfield Street",ARGENZIANO,42.378805,-71.09041,1,street_center,"Mans Field St",,"Somerville, MA 02143",,,"Mans Field St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussfltjj97qmw3u7,
"Marion Street, Somerville MA 02143","Marion Street",ARGENZIANO,42.377257,-71.103039,1,street_center,"Marion St",,"Somerville, MA 02143",,,"Marion St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss3tpe78dwblqhc,
"May Place, Somerville MA 02143","May Place",ARGENZIANO,42.380196,-71.097744,1,street_center,"May Pl",,"Somerville, MA 02143",,,"May Pl",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussxvkrkd6t3artc,
"McGrath Hwy 280-430 even, Somerville MA 02143","McGrath Hwy 280-430 even",ARGENZIANO,42.398926,-71.128868,0.77,street_center,"7 Pines Ave",,"Somerville, MA 02144",,,"7 Pines Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussdq4mzyp7uz9me,
"Medford Street 8-252, Somerville MA 02143","Medford Street 8-252",ARGENZIANO,42.370115,-71.086531,0.85,street_center,"8th St",,"Cambridge, MA 02141",,,"8th St",,,Cambridge,MA,,"Middlesex County",02141,US,,"TIGER/Line® from the US Census Bureau",gcod_ussvbvehn3bunyka,
"Merriam Street, Somerville MA 02143","Merriam Street",ARGENZIANO,42.377595,-71.091694,1,street_center,"Merriam St",,"Somerville, MA 02143",,,"Merriam St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussyhz7nx3uc5l47,
"Milk Place, Somerville MA 02143","Milk Place",ARGENZIANO,42.378784,-71.093615,1,street_center,"Milk Pl",,"Somerville, MA 02143",,,"Milk Pl",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussxaudh7mrydfa4,
"Mondamin Court, Somerville MA 02143","Mondamin Court",ARGENZIANO,42.381782,-71.109518,1,street_center,"Mondamin Ct",,"Somerville, MA 02143",,,"Mondamin Ct",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussjnz2nxujgqqa3,
"Monmouth Street, Somerville MA 02143","Monmouth Street",ARGENZIANO,42.385556,-71.10645,1,street_center,"Monmouth St",,"Somerville, MA 02143",,,"Monmouth St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usskex3dkncduec2,
"Morgan Street, Somerville MA 02143","Morgan Street",ARGENZIANO,42.381009,-71.108285,1,street_center,"Morgan St",,"Somerville, MA 02143",,,"Morgan St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usswqxv8qggs2l24,
