address,street,num,school,range_low,range_high
"67 Concord Avenue, Somerville MA",Concord Avenue,67,ARGENZIANO,1,199
"100 Concord Avenue, Somerville MA",Concord Avenue,100,ARGENZIANO,1,199
"133 Concord Avenue, Somerville MA",Concord Avenue,133,ARGENZIANO,1,199
"166 Concord Avenue, Somerville MA",Concord Avenue,166,ARGENZIANO,1,199
"1 Cooney Street, Somerville MA",Cooney Street,1,ARGENZIANO,1,99
"26 Cooney Street, Somerville MA",Cooney Street,26,ARGENZIANO,1,99
"50 Cooney Street, Somerville MA",Cooney Street,50,ARGENZIANO,1,99
"74 Cooney Street, Somerville MA",Cooney Street,74,ARGENZIANO,1,99
"1 Cypress Street, Somerville MA",Cypress Street,1,ARGENZIANO,1,99
"26 Cypress Street, Somerville MA",Cypress Street,26,ARGENZIANO,1,99
"50 Cypress Street, Somerville MA",Cypress Street,50,ARGENZIANO,1,99
"74 Cypress Street, Somerville MA",Cypress Street,74,ARGENZIANO,1,99
"1 Dane Avenue, Somerville MA",Dane Avenue,1,ARGENZIANO,1,99
"26 Dane Avenue, Somerville MA",Dane Avenue,26,ARGENZIANO,1,99
"50 Dane Avenue, Somerville MA",Dane Avenue,50,ARGENZIANO,1,99
"74 Dane Avenue, Somerville MA",Dane Avenue,74,ARGENZIANO,1,99
"1 Dane Street, Somerville MA",Dane Street,1,ARGENZIANO,1,99
"26 Dane Street, Somerville MA",Dane Street,26,ARGENZIANO,1,99
"50 Dane Street, Somerville MA",Dane Street,50,ARGENZIANO,1,99
"74 Dane Street, Somerville MA",Dane Street,74,ARGENZIANO,1,99
"1 Dickinson Street, Somerville MA",Dickinson Street,1,ARGENZIANO,1,99
"26 Dickinson Street, Somerville MA",Dickinson Street,26,ARGENZIANO,1,99
"50 Dickinson Street, Somerville MA",Dickinson Street,50,ARGENZIANO,1,99
"74 Dickinson Street, Somerville MA",Dickinson Street,74,ARGENZIANO,1,99
"1 Dimick Street, Somerville MA",Dimick Street,1,ARGENZIANO,1,99
"26 Dimick Street, Somerville MA",Dimick Street,26,ARGENZIANO,1,99
"50 Dimick Street, Somerville MA",Dimick Street,50,ARGENZIANO,1,99
"74 Dimick Street, Somerville MA",Dimick Street,74,ARGENZIANO,1,99
"1 Durham Street, Somerville MA",Durham Street,1,ARGENZIANO,1,99
"26 Durham Street, Somerville MA",Durham Street,26,ARGENZIANO,1,99
"50 Durham Street, Somerville MA",Durham Street,50,ARGENZIANO,1,99
"74 Durham Street, Somerville MA",Durham Street,74,ARGENZIANO,1,99
"1 Eliot Street, Somerville MA",Eliot Street,1,ARGENZIANO,1,99
"26 Eliot Street, Somerville MA",Eliot Street,26,ARGENZIANO,1,99
"50 Eliot Street, Somerville MA",Eliot Street,50,ARGENZIANO,1,99
"74 Eliot Street, Somerville MA",Eliot Street,74,ARGENZIANO,1,99
"1 Emerson Street, Somerville MA",Emerson Street,1,ARGENZIANO,1,99
"26 Emerson Street, Somerville MA",Emerson Street,26,ARGENZIANO,1,99
"50 Emerson Street, Somerville MA",Emerson Street,50,ARGENZIANO,1,99
"74 Emerson Street, Somerville MA",Emerson Street,74,ARGENZIANO,1,99
"1 Everett Street, Somerville MA",Everett Street,1,ARGENZIANO,1,99
"26 Everett Street, Somerville MA",Everett Street,26,ARGENZIANO,1,99
"50 Everett Street, Somerville MA",Everett Street,50,ARGENZIANO,1,99
"74 Everett Street, Somerville MA",Everett Street,74,ARGENZIANO,1,99
"1 Fitchburg Street, Somerville MA",Fitchburg Street,1,ARGENZIANO,1,99
"26 Fitchburg Street, Somerville MA",Fitchburg Street,26,ARGENZIANO,1,99
"50 Fitchburg Street, Somerville MA",Fitchburg Street,50,ARGENZIANO,1,99
"74 Fitchburg Street, Somerville MA",Fitchburg Street,74,ARGENZIANO,1,99
"1 Fremont Avenue, Somerville MA",Fremont Avenue,1,ARGENZIANO,1,99
"26 Fremont Avenue, Somerville MA",Fremont Avenue,26,ARGENZIANO,1,99
"50 Fremont Avenue, Somerville MA",Fremont Avenue,50,ARGENZIANO,1,99
"74 Fremont Avenue, Somerville MA",Fremont Avenue,74,ARGENZIANO,1,99
"1 Giles Park, Somerville MA",Giles Park,1,ARGENZIANO,1,99
"26 Giles Park, Somerville MA",Giles Park,26,ARGENZIANO,1,99
"50 Giles Park, Somerville MA",Giles Park,50,ARGENZIANO,1,99
"74 Giles Park, Somerville MA",Giles Park,74,ARGENZIANO,1,99
"1 Grand View Avenue, Somerville MA",Grand View Avenue,1,ARGENZIANO,1,99
"26 Grand View Avenue, Somerville MA",Grand View Avenue,26,ARGENZIANO,1,99
"50 Grand View Avenue, Somerville MA",Grand View Avenue,50,ARGENZIANO,1,99
"74 Grand View Avenue, Somerville MA",Grand View Avenue,74,ARGENZIANO,1,99
"1 Granite Street, Somerville MA",Granite Street,1,ARGENZIANO,1,99
"26 Granite Street, Somerville MA",Granite Street,26,ARGENZIANO,1,99
"50 Granite Street, Somerville MA",Granite Street,50,ARGENZIANO,1,99
"74 Granite Street, Somerville MA",Granite Street,74,ARGENZIANO,1,99
"1 Greene Street, Somerville MA",Greene Street,1,ARGENZIANO,1,99
"26 Greene Street, Somerville MA",Greene Street,26,ARGENZIANO,1,99
"50 Greene Street, Somerville MA",Greene Street,50,ARGENZIANO,1,99
"74 Greene Street, Somerville MA",Greene Street,74,ARGENZIANO,1,99
"1 Greenville Court, Somerville MA",Greenville Court,1,ARGENZIANO,1,99
"26 Greenville Court, Somerville MA",Greenville Court,26,ARGENZIANO,1,99
"50 Greenville Court, Somerville MA",Greenville Court,50,ARGENZIANO,1,99
"74 Greenville Court, Somerville MA",Greenville Court,74,ARGENZIANO,1,99
"1 Greenville Street, Somerville MA",Greenville Street,1,ARGENZIANO,1,99
"26 Greenville Street, Somerville MA",Greenville Street,26,ARGENZIANO,1,99
"50 Greenville Street, Somerville MA",Greenville Street,50,ARGENZIANO,1,99
"74 Greenville Street, Somerville MA",Greenville Street,74,ARGENZIANO,1,99
"1 Greenville Terrace, Somerville MA",Greenville Terrace,1,ARGENZIANO,1,99
"26 Greenville Terrace, Somerville MA",Greenville Terrace,26,ARGENZIANO,1,99
"50 Greenville Terrace, Somerville MA",Greenville Terrace,50,ARGENZIANO,1,99
"74 Greenville Terrace, Somerville MA",Greenville Terrace,74,ARGENZIANO,1,99
"1 Hamlet Street, Somerville MA",Hamlet Street,1,ARGENZIANO,1,99
"26 Hamlet Street, Somerville MA",Hamlet Street,26,ARGENZIANO,1,99
"50 Hamlet Street, Somerville MA",Hamlet Street,50,ARGENZIANO,1,99
"74 Hamlet Street, Somerville MA",Hamlet Street,74,ARGENZIANO,1,99
"1 Hammond Street, Somerville MA",Hammond Street,1,ARGENZIANO,1,99
"26 Hammond Street, Somerville MA",Hammond Street,26,ARGENZIANO,1,99
"50 Hammond Street, Somerville MA",Hammond Street,50,ARGENZIANO,1,99
"74 Hammond Street, Somerville MA",Hammond Street,74,ARGENZIANO,1,99
"1 Hanson Avenue, Somerville MA",Hanson Avenue,1,ARGENZIANO,1,99
"26 Hanson Avenue, Somerville MA",Hanson Avenue,26,ARGENZIANO,1,99
"50 Hanson Avenue, Somerville MA",Hanson Avenue,50,ARGENZIANO,1,99
"74 Hanson Avenue, Somerville MA",Hanson Avenue,74,ARGENZIANO,1,99
"1 Hanson Street, Somerville MA",Hanson Street,1,ARGENZIANO,1,99
"26 Hanson Street, Somerville MA",Hanson Street,26,ARGENZIANO,1,99
"50 Hanson Street, Somerville MA",Hanson Street,50,ARGENZIANO,1,99
"74 Hanson Street, Somerville MA",Hanson Street,74,ARGENZIANO,1,99
"49 Harding Street, Somerville MA",Harding Street,49,ARGENZIANO,49,99
"74 Harding Street, Somerville MA",Harding Street,74,ARGENZIANO,49,99
"99 Harding Street, Somerville MA",Harding Street,99,ARGENZIANO,49,99
"1 Harold Street, Somerville MA",Harold Street,1,ARGENZIANO,1,99
"26 Harold Street, Somerville MA",Harold Street,26,ARGENZIANO,1,99
"50 Harold Street, Somerville MA",Harold Street,50,ARGENZIANO,1,99
"74 Harold Street, Somerville MA",Harold Street,74,ARGENZIANO,1,99
"1 Harrison Street, Somerville MA",Harrison Street,1,ARGENZIANO,1,99
"26 Harrison Street, Somerville MA",Harrison Street,26,ARGENZIANO,1,99
"50 Harrison Street, Somerville MA",Harrison Street,50,ARGENZIANO,1,99
"74 Harrison Street, Somerville MA",Harrison Street,74,ARGENZIANO,1,99
"1 Hawkins Street, Somerville MA",Hawkins Street,1,ARGENZIANO,1,99
"26 Hawkins Street, Somerville MA",Hawkins Street,26,ARGENZIANO,1,99
"50 Hawkins Street, Somerville MA",Hawkins Street,50,ARGENZIANO,1,99
"74 Hawkins Street, Somerville MA",Hawkins Street,74,ARGENZIANO,1,99
"1 Hodgdon Place, Somerville MA",Hodgdon Place,1,ARGENZIANO,1,99
"26 Hodgdon Place, Somerville MA",Hodgdon Place,26,ARGENZIANO,1,99
"50 Hodgdon Place, Somerville MA",Hodgdon Place,50,ARGENZIANO,1,99
"74 Hodgdon Place, Somerville MA",Hodgdon Place,74,ARGENZIANO,1,99
"1 Holts Avenue, Somerville MA",Holts Avenue,1,ARGENZIANO,1,99
"26 Holts Avenue, Somerville MA",Holts Avenue,26,ARGENZIANO,1,99
"50 Holts Avenue, Somerville MA",Holts Avenue,50,ARGENZIANO,1,99
"74 Holts Avenue, Somerville MA",Holts Avenue,74,ARGENZIANO,1,99
"1 Homer Square, Somerville MA",Homer Square,1,ARGENZIANO,1,99
"26 Homer Square, Somerville MA",Homer Square,26,ARGENZIANO,1,99
"50 Homer Square, Somerville MA",Homer Square,50,ARGENZIANO,1,99
"74 Homer Square, Somerville MA",Homer Square,74,ARGENZIANO,1,99
"1 Horace Street, Somerville MA",Horace Street,1,ARGENZIANO,1,99
"26 Horace Street, Somerville MA",Horace Street,26,ARGENZIANO,1,99
"50 Horace Street, Somerville MA",Horace Street,50,ARGENZIANO,1,99
"74 Horace Street, Somerville MA",Horace Street,74,ARGENZIANO,1,99
"1 Houghton Street, Somerville MA",Houghton Street,1,ARGENZIANO,1,99
"26 Houghton Street, Somerville MA",Houghton Street,26,ARGENZIANO,1,99
"50 Houghton Street, Somerville MA",Houghton Street,50,ARGENZIANO,1,99
"74 Houghton Street, Somerville MA",Houghton Street,74,ARGENZIANO,1,99
"44 Hunting Street, Somerville MA",Hunting Street,44,ARGENZIANO,44,98
"71 Hunting Street, Somerville MA",Hunting Street,71,ARGENZIANO,44,98
"98 Hunting Street, Somerville MA",Hunting Street,98,ARGENZIANO,44,98
"1 Ivaloo Street, Somerville MA",Ivaloo Street,1,ARGENZIANO,1,99
"26 Ivaloo Street, Somerville MA",Ivaloo Street,26,ARGENZIANO,1,99
"50 Ivaloo Street, Somerville MA",Ivaloo Street,50,ARGENZIANO,1,99
"74 Ivaloo Street, Somerville MA",Ivaloo Street,74,ARGENZIANO,1,99
"1 Joseph Street, Somerville MA",Joseph Street,1,ARGENZIANO,1,99
"26 Joseph Street, Somerville MA",Joseph Street,26,ARGENZIANO,1,99
"50 Joseph Street, Somerville MA",Joseph Street,50,ARGENZIANO,1,99
"74 Joseph Street, Somerville MA",Joseph Street,74,ARGENZIANO,1,99
"1 Kilby Street, Somerville MA",Kilby Street,1,ARGENZIANO,1,99
"26 Kilby Street, Somerville MA",Kilby Street,26,ARGENZIANO,1,99
"50 Kilby Street, Somerville MA",Kilby Street,50,ARGENZIANO,1,99
"74 Kilby Street, Somerville MA",Kilby Street,74,ARGENZIANO,1,99
"1 Kingman Road, Somerville MA",Kingman Road,1,ARGENZIANO,1,99
"26 Kingman Road, Somerville MA",Kingman Road,26,ARGENZIANO,1,99
"50 Kingman Road, Somerville MA",Kingman Road,50,ARGENZIANO,1,99
"74 Kingman Road, Somerville MA",Kingman Road,74,ARGENZIANO,1,99
"1 Knapp Street, Somerville MA",Knapp Street,1,ARGENZIANO,1,99
"26 Knapp Street, Somerville MA",Knapp Street,26,ARGENZIANO,1,99
"50 Knapp Street, Somerville MA",Knapp Street,50,ARGENZIANO,1,99
"74 Knapp Street, Somerville MA",Knapp Street,74,ARGENZIANO,1,99
"1 Lake Street, Somerville MA",Lake Street,1,ARGENZIANO,1,99
"26 Lake Street, Somerville MA",Lake Street,26,ARGENZIANO,1,99
"50 Lake Street, Somerville MA",Lake Street,50,ARGENZIANO,1,99
"74 Lake Street, Somerville MA",Lake Street,74,ARGENZIANO,1,99
"1 Landers Street, Somerville MA",Landers Street,1,ARGENZIANO,1,99
"26 Landers Street, Somerville MA",Landers Street,26,ARGENZIANO,1,99
"50 Landers Street, Somerville MA",Landers Street,50,ARGENZIANO,1,99
"74 Landers Street, Somerville MA",Landers Street,74,ARGENZIANO,1,99
"1 Laurel Avenue, Somerville MA",Laurel Avenue,1,ARGENZIANO,1,99
"26 Laurel Avenue, Somerville MA",Laurel Avenue,26,ARGENZIANO,1,99
"50 Laurel Avenue, Somerville MA",Laurel Avenue,50,ARGENZIANO,1,99
"74 Laurel Avenue, Somerville MA",Laurel Avenue,74,ARGENZIANO,1,99
"1 Laurel Street, Somerville MA",Laurel Street,1,ARGENZIANO,1,99
"26 Laurel Street, Somerville MA",Laurel Street,26,ARGENZIANO,1,99
"50 Laurel Street, Somerville MA",Laurel Street,50,ARGENZIANO,1,99
"74 Laurel Street, Somerville MA",Laurel Street,74,ARGENZIANO,1,99
"1 Laurel Terrace, Somerville MA",Laurel Terrace,1,ARGENZIANO,1,99
"26 Laurel Terrace, Somerville MA",Laurel Terrace,26,ARGENZIANO,1,99
"50 Laurel Terrace, Somerville MA",Laurel Terrace,50,ARGENZIANO,1,99
"74 Laurel Terrace, Somerville MA",Laurel Terrace,74,ARGENZIANO,1,99
"1 Lawson Terrace, Somerville MA",Lawson Terrace,1,ARGENZIANO,1,99
"26 Lawson Terrace, Somerville MA",Lawson Terrace,26,ARGENZIANO,1,99
"50 Lawson Terrace, Somerville MA",Lawson Terrace,50,ARGENZIANO,1,99
"74 Lawson Terrace, Somerville MA",Lawson Terrace,74,ARGENZIANO,1,99
"1 Leland Street, Somerville MA",Leland Street,1,ARGENZIANO,1,99
"26 Leland Street, Somerville MA",Leland Street,26,ARGENZIANO,1,99
"50 Leland Street, Somerville MA",Leland Street,50,ARGENZIANO,1,99
"74 Leland Street, Somerville MA",Leland Street,74,ARGENZIANO,1,99
"1 Leon Street, Somerville MA",Leon Street,1,ARGENZIANO,1,99
"26 Leon Street, Somerville MA",Leon Street,26,ARGENZIANO,1,99
"50 Leon Street, Somerville MA",Leon Street,50,ARGENZIANO,1,99
"74 Leon Street, Somerville MA",Leon Street,74,ARGENZIANO,1,99
"1 Lewis Street, Somerville MA",Lewis Street,1,ARGENZIANO,1,99
"26 Lewis Street, Somerville MA",Lewis Street,26,ARGENZIANO,1,99
"50 Lewis Street, Somerville MA",Lewis Street,50,ARGENZIANO,1,99
"74 Lewis Street, Somerville MA",Lewis Street,74,ARGENZIANO,1,99
"1 Lincoln Parkway, Somerville MA",Lincoln Parkway,1,ARGENZIANO,1,99
"26 Lincoln Parkway, Somerville MA",Lincoln Parkway,26,ARGENZIANO,1,99
"50 Lincoln Parkway, Somerville MA",Lincoln Parkway,50,ARGENZIANO,1,99
"74 Lincoln Parkway, Somerville MA",Lincoln Parkway,74,ARGENZIANO,1,99
"1 Linden Street, Somerville MA",Linden Street,1,ARGENZIANO,1,99
"26 Linden Street, Somerville MA",Linden Street,26,ARGENZIANO,1,99
"50 Linden Street, Somerville MA",Linden Street,50,ARGENZIANO,1,99
"74 Linden Street, Somerville MA",Linden Street,74,ARGENZIANO,1,99
"1 Line Street, Somerville MA",Line Street,1,ARGENZIANO,1,198
"34 Line Street, Somerville MA",Line Street,34,ARGENZIANO,1,198
"67 Line Street, Somerville MA",Line Street,67,ARGENZIANO,1,198
"100 Line Street, Somerville MA",Line Street,100,ARGENZIANO,1,198
"132 Line Street, Somerville MA",Line Street,132,ARGENZIANO,1,198
"165 Line Street, Somerville MA",Line Street,165,ARGENZIANO,1,198
"1 Loring Street, Somerville MA",Loring Street,1,ARGENZIANO,1,99
"26 Loring Street, Somerville MA",Loring Street,26,ARGENZIANO,1,99
"50 Loring Street, Somerville MA",Loring Street,50,ARGENZIANO,1,99
"74 Loring Street, Somerville MA",Loring Street,74,ARGENZIANO,1,99
"1 Magnus Avenue, Somerville MA",Magnus Avenue,1,ARGENZIANO,1,99
"26 Magnus Avenue, Somerville MA",Magnus Avenue,26,ARGENZIANO,1,99
"50 Magnus Avenue, Somerville MA",Magnus Avenue,50,ARGENZIANO,1,99
"74 Magnus Avenue, Somerville MA",Magnus Avenue,74,ARGENZIANO,1,99
"1 Mansfield Street, Somerville MA",Mansfield Street,1,ARGENZIANO,1,99
"26 Mansfield Street, Somerville MA",Mansfield Street,26,ARGENZIANO,1,99
"50 Mansfield Street, Somerville MA",Mansfield Street,50,ARGENZIANO,1,99
"74 Mansfield Street, Somerville MA",Mansfield Street,74,ARGENZIANO,1,99
"1 Marion Street, Somerville MA",Marion Street,1,ARGENZIANO,1,199
"34 Marion Street, Somerville MA",Marion Street,34,ARGENZIANO,1,199
"67 Marion Street, Somerville MA",Marion Street,67,ARGENZIANO,1,199
"100 Marion Street, Somerville MA",Marion Street,100,ARGENZIANO,1,199
"133 Marion Street, Somerville MA",Marion Street,133,ARGENZIANO,1,199
"166 Marion Street, Somerville MA",Marion Street,166,ARGENZIANO,1,199
"1 May Place, Somerville MA",May Place,1,ARGENZIANO,1,99
"26 May Place, Somerville MA",May Place,26,ARGENZIANO,1,99
"50 May Place, Somerville MA",May Place,50,ARGENZIANO,1,99
"74 May Place, Somerville MA",May Place,74,ARGENZIANO,1,99
"1 Merriam Street, Somerville MA",Merriam Street,1,ARGENZIANO,1,198
"34 Merriam Street, Somerville MA",Merriam Street,34,ARGENZIANO,1,198
"67 Merriam Street, Somerville MA",Merriam Street,67,ARGENZIANO,1,198
"100 Merriam Street, Somerville MA",Merriam Street,100,ARGENZIANO,1,198
"132 Merriam Street, Somerville MA",Merriam Street,132,ARGENZIANO,1,198
"165 Merriam Street, Somerville MA",Merriam Street,165,ARGENZIANO,1,198
"1 Milk Place, Somerville MA",Milk Place,1,ARGENZIANO,1,99
"26 Milk Place, Somerville MA",Milk Place,26,ARGENZIANO,1,99
"50 Milk Place, Somerville MA",Milk Place,50,ARGENZIANO,1,99
"74 Milk Place, Somerville MA",Milk Place,74,ARGENZIANO,1,99
"1 Mondamin Court, Somerville MA",Mondamin Court,1,ARGENZIANO,1,99
"26 Mondamin Court, Somerville MA",Mondamin Court,26,ARGENZIANO,1,99
"50 Mondamin Court, Somerville MA",Mondamin Court,50,ARGENZIANO,1,99
"74 Mondamin Court, Somerville MA",Mondamin Court,74,ARGENZIANO,1,99
